A3ID,Company,Sector,Year,Start Year Revenue,Revenue Growth (S&P),Revenue Growth (Historic),Scope 1 Intensity (Company),Scope 1 Intensity (Sector Mean),Scope 1 Intensity (Sector Min),Scope 1 Intensity (Sector Max),Scope 2 Intensity (Company),Scope 2 Intensity (Sector Mean),Scope 2 Intensity (Sector Min),Scope 2 Intensity (Sector Max),Scope 1&2 Intensity (Company),Scope 1&2 Intensity (Sector Mean),Scope 1&2 Intensity (Sector Min),Scope 1&2 Intensity (Sector Max),End Target (None) ,End Target (Current),End Target (None to NZT),End Target (50% largest to NZT),Interim Target (None),Interim Target (Current),Interim Target (All to 50% by 2030),Slowdown (2030),Slowdown (2040),Expected CDR Cost,$ for meeting with CDR (10%),$ for meeting with CDR (50%),$ for meeting with CDR (75%)
1,A,Manufacturing,2021,10000000000,1,1,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,1,1,1,1,1,1,1,1,100,10,50,75
1,A,Manufacturing,2022,10000000000,1.02,1.0475,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.9655,0.9655,0.9655,0.9655,0.944,0.944,1,1,100,10,50,75
1,A,Manufacturing,2023,10000000000,1.0404,1.09725625,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.931,0.931,0.931,0.931,0.888,0.888,1,1,100,10,50,75
1,A,Manufacturing,2024,10000000000,1.061208,1.149375922,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.8965,0.8965,0.8965,0.8965,0.832,0.832,1,1,100,10,50,75
1,A,Manufacturing,2025,10000000000,1.08243216,1.203971278,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.862,0.862,0.862,0.862,0.776,0.776,1,1,100,10,50,75
1,A,Manufacturing,2026,10000000000,1.104080803,1.261159914,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.8275,0.8275,0.8275,0.8275,0.72,0.72,1,1,100,10,50,75
1,A,Manufacturing,2027,10000000000,1.126162419,1.32106501,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.793,0.793,0.793,0.793,0.664,0.664,1,1,100,10,50,75
1,A,Manufacturing,2028,10000000000,1.148685668,1.383815598,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.7585,0.7585,0.7585,0.7585,0.608,0.608,1,1,100,10,50,75
1,A,Manufacturing,2029,10000000000,1.171659381,1.449546839,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.724,0.724,0.724,0.724,0.552,0.552,1,1,100,10,50,75
1,A,Manufacturing,2030,10000000000,1.195092569,1.518400313,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.6895,0.6895,0.6895,0.6895,0.5,0.5,0.952,1,100,10,50,75
1,A,Manufacturing,2031,10000000000,1.21899442,1.590524328,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.655,0.655,0.655,0.655,0.475,0.475,0.904,1,100,10,50,75
1,A,Manufacturing,2032,10000000000,1.243374308,1.666074234,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.6205,0.6205,0.6205,0.6205,0.45,0.45,0.856,1,100,10,50,75
1,A,Manufacturing,2033,10000000000,1.268241795,1.74521276,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.586,0.586,0.586,0.586,0.425,0.425,0.808,1,100,10,50,75
1,A,Manufacturing,2034,10000000000,1.29360663,1.828110366,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.5515,0.5515,0.5515,0.5515,0.4,0.4,0.76,1,100,10,50,75
1,A,Manufacturing,2035,10000000000,1.319478763,1.914945609,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.517,0.517,0.517,0.517,0.375,0.375,0.712,1,100,10,50,75
1,A,Manufacturing,2036,10000000000,1.345868338,2.005905525,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.4825,0.4825,0.4825,0.4825,0.35,0.35,0.664,1,100,10,50,75
1,A,Manufacturing,2037,10000000000,1.372785705,2.101186037,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.448,0.448,0.448,0.448,0.325,0.325,0.616,1,100,10,50,75
1,A,Manufacturing,2038,10000000000,1.400241419,2.200992374,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.4135,0.4135,0.4135,0.4135,0.3,0.3,0.568,1,100,10,50,75
1,A,Manufacturing,2039,10000000000,1.428246248,2.305539512,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.379,0.379,0.379,0.379,0.275,0.275,0.52,1,100,10,50,75
1,A,Manufacturing,2040,10000000000,1.456811173,2.415052639,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.3445,0.3445,0.3445,0.3445,0.25,0.25,0.472,0.91,100,10,50,75
1,A,Manufacturing,2041,10000000000,1.485947396,2.529767639,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.31,0.31,0.31,0.31,0.225,0.225,0.424,0.82,100,10,50,75
1,A,Manufacturing,2042,10000000000,1.515666344,2.649931602,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.2755,0.2755,0.2755,0.2755,0.2,0.2,0.376,0.73,100,10,50,75
1,A,Manufacturing,2043,10000000000,1.545979671,2.775803353,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.241,0.241,0.241,0.241,0.175,0.175,0.328,0.64,100,10,50,75
1,A,Manufacturing,2044,10000000000,1.576899264,2.907654012,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.2065,0.2065,0.2065,0.2065,0.15,0.15,0.28,0.55,100,10,50,75
1,A,Manufacturing,2045,10000000000,1.608437249,3.045767578,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.172,0.172,0.172,0.172,0.125,0.125,0.232,0.46,100,10,50,75
1,A,Manufacturing,2046,10000000000,1.640605994,3.190441538,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.1375,0.1375,0.1375,0.1375,0.1,0.1,0.184,0.37,100,10,50,75
1,A,Manufacturing,2047,10000000000,1.673418114,3.341987511,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.103,0.103,0.103,0.103,0.075,0.075,0.136,0.28,100,10,50,75
1,A,Manufacturing,2048,10000000000,1.706886477,3.500731918,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.0685,0.0685,0.0685,0.0685,0.05,0.05,0.088,0.19,100,10,50,75
1,A,Manufacturing,2049,10000000000,1.741024206,3.667016684,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0.034,0.034,0.034,0.034,0.025,0.025,0.04,0.1,100,10,50,75
1,A,Manufacturing,2050,10000000000,1.77584469,3.841199976,0.025,0.03,0.01,0.05,0.05,0.04,0.02,0.05,0.075,0.04,0.02,0.05,1,0,0,0,0,0,0,0,0,100,10,50,75
2,B,Manufacturing,2021,8000000000,1,1,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,1,NA,NA,NA,1,1,1,100,10,50,75
2,B,Manufacturing,2022,8000000000,1.02,1.025,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.9655,NA,NA,NA,0.944,1,1,100,10,50,75
2,B,Manufacturing,2023,8000000000,1.0404,1.050625,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.931,NA,NA,NA,0.888,1,1,100,10,50,75
2,B,Manufacturing,2024,8000000000,1.061208,1.076890625,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.8965,NA,NA,NA,0.832,1,1,100,10,50,75
2,B,Manufacturing,2025,8000000000,1.08243216,1.103812891,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.862,NA,NA,NA,0.776,1,1,100,10,50,75
2,B,Manufacturing,2026,8000000000,1.104080803,1.131408213,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.8275,NA,NA,NA,0.72,1,1,100,10,50,75
2,B,Manufacturing,2027,8000000000,1.126162419,1.159693418,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.793,NA,NA,NA,0.664,1,1,100,10,50,75
2,B,Manufacturing,2028,8000000000,1.148685668,1.188685754,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.7585,NA,NA,NA,0.608,1,1,100,10,50,75
2,B,Manufacturing,2029,8000000000,1.183146238,1.218402898,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.724,NA,NA,NA,0.552,1,1,100,10,50,75
2,B,Manufacturing,2030,8000000000,1.218640625,1.24886297,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.6895,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2031,8000000000,1.255199844,1.280084544,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.655,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2032,8000000000,1.292855839,1.312086658,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.6205,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2033,8000000000,1.331641514,1.344888824,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.586,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2034,8000000000,1.371590759,1.378511045,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.5515,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2035,8000000000,1.412738482,1.412973821,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.517,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2036,8000000000,1.455120637,1.448298166,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.4825,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2037,8000000000,1.498774256,1.484505621,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.448,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2038,8000000000,1.543737483,1.521618261,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.4135,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2039,8000000000,1.590049608,1.559658718,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.379,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2040,8000000000,1.637751096,1.598650186,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.3445,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2041,8000000000,1.686883629,1.63861644,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.31,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2042,8000000000,1.737490138,1.679581851,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.2755,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2043,8000000000,1.789614842,1.721571398,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.241,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2044,8000000000,1.843303287,1.764610683,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.2065,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2045,8000000000,1.898602386,1.80872595,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.172,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2046,8000000000,1.955560458,1.853944098,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.1375,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2047,8000000000,2.014227271,1.900292701,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.103,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2048,8000000000,2.074654089,1.947800018,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.0685,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2049,8000000000,2.136893712,1.996495019,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0.034,NA,NA,NA,0.5,1,1,100,10,50,75
2,B,Manufacturing,2050,8000000000,2.201000523,2.046407394,NA,0.03,0.01,0.05,NA,0.04,0.02,0.05,NA,0.04,0.02,0.05,1,NA,0,NA,NA,NA,0.5,1,1,100,10,50,75
3,C,Pharmaceuticals,2021,700000000,1,1,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,1,1,1,1,1,0.5,1,1,100,10,50,75
3,C,Pharmaceuticals,2022,700000000,1.1,1.06,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.9655,0.9655,0.9655,0.9655,0.9655,0.944,1,1,100,10,50,75
3,C,Pharmaceuticals,2023,700000000,1.21,1.1236,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.931,0.931,0.931,0.931,0.931,0.888,1,1,100,10,50,75
3,C,Pharmaceuticals,2024,700000000,1.331,1.191016,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.8965,0.8965,0.8965,0.8965,0.8965,0.832,1,1,100,10,50,75
3,C,Pharmaceuticals,2025,700000000,1.4641,1.26247696,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.862,0.862,0.862,0.862,0.862,0.776,1,1,100,10,50,75
3,C,Pharmaceuticals,2026,700000000,1.61051,1.338225578,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.8275,0.8275,0.8275,0.8275,0.8275,0.72,1,1,100,10,50,75
3,C,Pharmaceuticals,2027,700000000,1.771561,1.418519112,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.793,0.793,0.793,0.793,0.793,0.664,1,1,100,10,50,75
3,C,Pharmaceuticals,2028,700000000,1.9487171,1.503630259,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.7585,0.7585,0.7585,0.7585,0.7585,0.608,1,1,100,10,50,75
3,C,Pharmaceuticals,2029,700000000,2.14358881,1.593848075,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.724,0.724,0.724,0.724,0.724,0.552,1,1,100,10,50,75
3,C,Pharmaceuticals,2030,700000000,2.357947691,1.689478959,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.6895,0.6895,0.6895,0.6895,0.6895,0.5,0.952,1,100,10,50,75
3,C,Pharmaceuticals,2031,700000000,2.59374246,1.790847697,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.655,0.655,0.655,0.655,0.655,0.475,0.904,1,100,10,50,75
3,C,Pharmaceuticals,2032,700000000,2.853116706,1.898298558,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.6205,0.6205,0.6205,0.6205,0.6205,0.45,0.856,1,100,10,50,75
3,C,Pharmaceuticals,2033,700000000,3.138428377,2.012196472,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.586,0.586,0.586,0.586,0.586,0.425,0.808,1,100,10,50,75
3,C,Pharmaceuticals,2034,700000000,3.452271214,2.13292826,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.5515,0.5515,0.5515,0.5515,0.5515,0.4,0.76,1,100,10,50,75
3,C,Pharmaceuticals,2035,700000000,3.797498336,2.260903956,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.517,0.517,0.517,0.517,0.517,0.375,0.712,1,100,10,50,75
3,C,Pharmaceuticals,2036,700000000,4.177248169,2.396558193,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.4825,0.4825,0.4825,0.4825,0.4825,0.35,0.664,1,100,10,50,75
3,C,Pharmaceuticals,2037,700000000,4.594972986,2.540351685,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.448,0.448,0.448,0.448,0.448,0.325,0.616,1,100,10,50,75
3,C,Pharmaceuticals,2038,700000000,5.054470285,2.692772786,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.4135,0.4135,0.4135,0.4135,0.4135,0.3,0.568,1,100,10,50,75
3,C,Pharmaceuticals,2039,700000000,5.559917313,2.854339153,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.379,0.379,0.379,0.379,0.379,0.275,0.52,1,100,10,50,75
3,C,Pharmaceuticals,2040,700000000,6.115909045,3.025599502,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.3445,0.3445,0.3445,0.3445,0.3445,0.25,0.472,0.91,100,10,50,75
3,C,Pharmaceuticals,2041,700000000,6.727499949,3.207135472,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.31,0.31,0.31,0.31,0.31,0.225,0.424,0.82,100,10,50,75
3,C,Pharmaceuticals,2042,700000000,7.400249944,3.399563601,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.2755,0.2755,0.2755,0.2755,0.2755,0.2,0.376,0.73,100,10,50,75
3,C,Pharmaceuticals,2043,700000000,8.140274939,3.603537417,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.241,0.241,0.241,0.241,0.241,0.175,0.328,0.64,100,10,50,75
3,C,Pharmaceuticals,2044,700000000,8.954302433,3.819749662,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.2065,0.2065,0.2065,0.2065,0.2065,0.15,0.28,0.55,100,10,50,75
3,C,Pharmaceuticals,2045,700000000,9.849732676,4.048934641,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.172,0.172,0.172,0.172,0.172,0.125,0.232,0.46,100,10,50,75
3,C,Pharmaceuticals,2046,700000000,10.83470594,4.29187072,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.1375,0.1375,0.1375,0.1375,0.1375,0.1,0.184,0.37,100,10,50,75
3,C,Pharmaceuticals,2047,700000000,11.91817654,4.549382963,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.103,0.103,0.103,0.103,0.103,0.075,0.136,0.28,100,10,50,75
3,C,Pharmaceuticals,2048,700000000,13.10999419,4.822345941,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.0685,0.0685,0.0685,0.0685,0.0685,0.05,0.088,0.19,100,10,50,75
3,C,Pharmaceuticals,2049,700000000,14.42099361,5.111686697,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0.034,0.034,0.034,0.034,0.034,0.025,0.04,0.1,100,10,50,75
3,C,Pharmaceuticals,2050,700000000,15.86309297,5.418387899,0.013,0.02,0.04,0.06,0.013,0.02,0.04,0.06,0.026,0.02,0.04,0.06,1,0,0,0,0,0,0,0,0,100,10,50,75